Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Modern-Day Griot Theatre Company,Music Venue,40.685047,-73.973548,Fort Greene,11217
Art-NewYork.org,Indie Theater,40.685159,-73.973378,Fort Greene,11217
Alliance of Residence Theatre,Concert Hall,40.684997,-73.973415,Fort Greene,11217
Map of Many Moments,Public Art,40.691286,-73.976103,Clinton Hill,11205
Abra Cadaver,Indie Theater,40.688608,-73.967449,Clinton Hill,11205
Bam,Theater,40.686502,-73.977574,Fort Greene,11217
DanceAfrica Performance,Performing Arts Venue,40.686502,-73.977574,Fort Greene,11217
African Art,Art Gallery,40.690095,-73.978281,Clinton Hill,11217
Irondale Ensemble Project,Arts and Entertainment,40.686832,-73.973312,Clinton Hill,11217
Wine & Design,Arts and Entertainment,40.689332,-73.970574,Adelphi,11205
New Jersey Performing Arts Center,Music Venue,40.685265,-73.973469,Fort Greene,11217
Encompass Theater Company,Opera House,40.68521,-73.973511,Fort Greene,11217
Hill Center,Stadium,40.690813,-73.969628,Clinton Hill,11205
New York City Players,Concert Hall,40.685159,-73.973378,Fort Greene,11217
Ripe Time,Music Venue,40.685159,-73.973378,Fort Greene,11217
Beth Morrison Projects,Music Venue,40.685142,-73.973554,Fort Greene,11217
Page 73 Productions,Theater,40.685239,-73.974428,Fort Greene,11217
New York Deaf Theatre,Music Venue,40.685049,-73.973461,Fort Greene,11217
American Theatre Of Harlem,Music Venue,40.685047,-73.973548,Fort Greene,11217
Encompass New Opera Theatre,Music Venue,40.685047,-73.973548,Fort Greene,11217
American Opera Projects,Music Venue,40.685047,-73.973548,Fort Greene,11217
The Theatre of The Emerging American Moment,Music Venue,40.684997,-73.973415,Fort Greene,11217
Target Margin Theatre,Music Venue,40.684997,-73.973415,Fort Greene,11217
Caribbean Cultural Theatre,Music Venue,40.684997,-73.973415,Fort Greene,11217
Semele Brooklyn,Opera House,40.686552,-73.977707,Fort Greene,11217
Fas Arts Management,Arts and Entertainment,40.688273,-73.978587,Down Town,11217
Theatre for a New Audience,Music Venue,40.6875,-73.978529,Downtown Brooklyn,11217
Union Hall,Music Venue,40.676084,-73.980046,Fort Greene,11215
The Rub,Arts and Entertainment,40.672565,-73.976638,Park Slope,11215
Taro's Origami Studio,Art Gallery,40.674161,-73.975436,Park Slope,11215
Myss Tic Rooms anmeldelser,Escape Room,40.674573,-73.97615,Park Slope,11215
Metropolitan Wargamers,Arts and Entertainment,40.668481,-73.97818,Park Slope,11215
Wasabassco Burlesque,Arts and Entertainment,40.675919,-73.980171,Park Slope,11215
Prophecies Gallery,Art Gallery,40.675855,-73.98056,Park Slope,11215
Manhattan Psychic,Psychics and Astrologers,40.672565,-73.976638,Park Slope,11215
Susie's Supper Club,Night Club,40.67328,-73.976099,Park Slope,11215
Tin Rage Productions,Music Venue,40.67323,-73.975967,Park Slope,11215
Puppetworks,Arts and Entertainment,40.671046,-73.981662,Park Slope,11215
Puppet Works,Music Venue,40.670973,-73.981678,Park Slope,11215
Brooklyn Attitude,Arts and Entertainment,40.671718,-73.97207,Park Slope,11215
Spellbound Theatre,Music Venue,40.672476,-73.971925,Park Slope,11215
Outmedia,Music Venue,40.673656,-73.982132,Park Slope,11215
Negril BK,Night Club,40.67502,-73.981685,Park Slope,11215
Norte Maar,Art Gallery,40.684571,-73.873653,Cypres Hills,11208
Crescent Hall,Bingo Center,40.681324,-73.872094,City Line,11208
Kareemation Music Studio,Music Venue,40.67083,-73.875589,East New York,11208
Shah Rukh Khan The Real King Khan,Arts and Entertainment,40.636169,-73.906815,Georgetown,11236
Podium Night Club,Night Club,40.627703,-73.927451,Flatlands,11234
Electric Plant Sound Studios,Music Venue,40.632264,-73.928103,Flatlands,11234
Club Venus,Night Club,40.627703,-73.927451,Flatlands,11234
Venus Ultra Club,Music Venue,40.627648,-73.927492,Flatlands,11234
Maimonides Park,Stadium,40.574685,-73.984648,Coney Island,11224
Ford Amphitheater At Coney Island,Concert Hall,40.572822,-73.987726,Coney Island,11224
MCU Park Party Deck,Stadium,40.574854,-73.984237,Coney Island,11224
B & B Carousell,Amusement Park,40.573104,-73.983255,Coney Island,11224
Joan Jett,Rock Club,40.573335,-73.986658,Coney Island,11224
Boardwalk N21,Comedy Club,40.572616,-73.987369,Coney Island,11224
The Backyard,Stadium,40.573678,-73.98393,Coney Island,11224
MCU Park,Music Venue,40.574792,-73.984539,Coney Island,11224
Amazing Aquarium,Aquarium,40.602558,-73.995161,Bath Beach,11214
Russian Concerts,Arts and Entertainment,40.600738,-74.002665,Bath Beach,11214
Classical Arts Transportation,Movie Theater,40.603549,-73.998335,Bath Beach,11214
Meal Mart 13 Catering,Concert Hall,40.63626,-73.989908,Kensington,11219
The Howard Stern Show Controlroom,Arts and Entertainment,40.635104,-73.994786,Kensington,11219
Ben Ari Art Gallery,Art Gallery,40.635107,-73.992569,Kensington,11219
Matanel 2000 Gallery,Art Gallery,40.636516,-73.990397,Kensington,11219
Cinemark Theaters,Movie Theater,40.637408,-73.9893,Kensington,11219
Dyker Heights Christmas Lights,Arts and Entertainment,40.61709,-74.015469,Dyker Heights,11228
Triple Essence Dance,Arts and Entertainment,40.619256,-74.0206,Dyker Heights,11228
Ek Villain - 2,Arts and Entertainment,40.617601,-74.020232,Dyker Heights,11228
"I love you Alot,u hurt me alot",Movie Theater,40.617601,-74.020232,Dyker Heights,11228
Brooklyn Museum of Art,Art Museum,40.593316,-73.932416,Gerritsen,11235
Brooklyn Paintball & Amusement,Amusement Park,40.593062,-73.92579,Gerritsen,11229
AOH - Division 19,Night Club,40.592227,-73.924801,Gerritsen,11229
Artist Studios,Art Gallery,40.694858,-73.967604,Fort Greene,11205
Brooklyn's Other Museum of Brooklyn,History Museum,40.694474,-73.965844,Clinton Hill,11205
Isabelle Garrucho Fine Art,Art Gallery,40.69615,-73.967654,Fort Greene,11205
Pratt MFA Open Studios,Art Gallery,40.691825,-73.964084,Clinton Hill,11205
Bantam Studios,Music Venue,40.696458,-73.966227,Fort Greene,11205
"Schafler Gallery, Pratt Institute",Art Gallery,40.691885,-73.963868,Clinton Hill,11205
Hadas Gallery,Art Gallery,40.693965,-73.962727,Clinton Hill,11205
Pandemic Gallery,Art Gallery,40.697142,-73.968871,Fort Greene,11205
Recess,Art Gallery,40.697331,-73.967875,Fort Greene,11205
Kunstraum,Art Gallery,40.696977,-73.964981,,11205
321 Gallery,Art Gallery,40.689251,-73.965598,Clinton Hill,11205
Sonya,Art Gallery,40.688898,-73.968682,Clinton Hill,11205
So Percussion,Music Venue,40.696925,-73.964936,,11205
Brooklyn Young Filmmakers,Art Gallery,40.693565,-73.967554,Clinton Hill,11205
The Art of Discovery,Art Gallery,40.691981,-73.968321,Clinton Hill,11205
Vesper Bar & Lounge,Arts and Entertainment,40.693626,-73.965288,Clinton Hill,11205
Hill Center,Stadium,40.690813,-73.969628,Clinton Hill,11205
Franklin Furnace Archive,Art Museum,40.691883,-73.963955,Clinton Hill,11205
History of Art & Design at Pratt Institute,Art Gallery,40.69167,-73.96386,Clinton Hill,11205
Duplexx,Night Club,40.696902,-73.967771,Fort Greene,11205
Arc Fitness Center,Stadium,40.694762,-73.963151,Clinton Hill,11205
International Wow Co.,Music Venue,40.69645,-73.96437,,11205
Jason Naylor Studio Brooklyn,Art Gallery,40.696977,-73.964981,,11205
Wine & Design,Arts and Entertainment,40.689332,-73.970574,Adelphi,11205
Helena Chastel,Art Gallery,40.697085,-73.964986,,11205
Alamo Drafthouse Downtown Brooklyn,Movie Theater,40.690813,-73.983631,Boerum Hill,11201
BRIC House,Art Gallery,40.688456,-73.97909,Down Town,11217
BAM Harvey Theater,Music Venue,40.688302,-73.978778,Down Town,11217
Urban Glass,Art Gallery,40.688456,-73.97909,Down Town,11217
Kumble Theater,Performing Arts Venue,40.691362,-73.981254,Down Town,11201
Brooklyn Bridge Parents Block Party(Pop Up),Arts and Entertainment,40.691307,-73.982635,Down Town,11201
Lola Star Dreamland Roller Rink Pop Up,Roller Rink,40.691437,-73.982478,Down Town,11201
Actors Fund Arts Center,Concert Hall,40.689306,-73.987498,Boerum Hill,11201
Atlantic Antic,Arts and Entertainment,40.687846,-73.987659,Boerum Hill,11201
Skewville,Arts and Entertainment,40.691797,-73.985109,Boerum Hill,11201
Planet X Studios Brooklyn,Music Venue,40.692363,-73.982122,Down Town,11201
Humanities Gallery,Art Gallery,40.691362,-73.981254,Down Town,11201
Liu Salena Gallery,Art Gallery,40.691844,-73.981403,Down Town,11201
Balanced Cylinders,Public Art,40.69275,-73.983794,Boerum Hill,11201
Avalon Fort Greene - Rec Room,Arcade,40.693885,-73.983093,Down Town,11201
Faith Art Gallery,Art Gallery,40.691851,-73.987118,Boerum Hill,11201
Theatre Development Fund,Ticket Seller,40.692389,-73.987139,Boerum Hill,11201
Lost Man Creek,Public Art,40.694019,-73.984717,Boerum Hill,11201
Performance Space,Theater,40.689203,-73.98732,Boerum Hill,11201
BAM at MetroTech,Music Venue,40.694096,-73.985854,Boerum Hill,11201
African Art,Art Gallery,40.690095,-73.978281,Clinton Hill,11217
The Atlantic BKLN,Music Venue,40.688177,-73.987365,Boerum Hill,11201
EOS Arcade,Arcade,40.688123,-73.979426,Down Town,11217
Metaphor Contemporary Art,Art Gallery,40.687092,-73.985667,Boerum Hill,11217
Gotham Girls Roller Derby - LIU,Roller Rink,40.695043,-73.984713,Down Town,11201
Pandit SairamKrishna,Psychics and Astrologers,40.69062,-73.984802,Boerum Hill,11201
Get Down Beer Garden,Music Venue,40.691911,-73.982889,Down Town,11201
Surya Guruji,Psychics and Astrologers,40.689565,-73.981925,Down Town,11201
Best Spiritual Healer,Psychics and Astrologers,40.691024,-73.985777,Boerum Hill,11201
Kumble Theater for the Performing Arts,Music Venue,40.691791,-73.981358,Down Town,11201
Arts Action Research,Art Gallery,40.693217,-73.982676,Down Town,11201
Kumble Theater,Music Venue,40.690041,-73.980286,Down Town,11201
Vine,Music Venue,40.693429,-73.982599,Down Town,11201
Best Indian Astrologer & Love Psychic,Psychics and Astrologers,40.692392,-73.987052,Boerum Hill,11201
TKTS Downtown Brooklyn,Theater,40.693526,-73.986966,Boerum Hill,11201
Belarusian Church,Music Venue,40.687122,-73.984534,Boerum Hill,11217
Omnivore Brooklyn,Art Gallery,40.686938,-73.983392,Boerum Hill,11217
Big Apple Circus,Circus,40.694486,-73.985389,Cadman Plaza,11201
Bric Arts Media,Museum,40.688616,-73.97914,Down Town,11217
Roulette,Concert Hall,40.685551,-73.980852,Boerum Hill,11217
Public Records,Music Venue,40.682166,-73.98639,Boerum Hill,11217
BRIC House,Art Gallery,40.688456,-73.97909,Down Town,11217
BAM Fisher,Music Venue,40.686003,-73.977927,Downtown Brooklyn,11217
Urban Glass,Art Gallery,40.688456,-73.97909,Down Town,11217
EastVille Comedy Club,Comedy Club,40.685857,-73.981475,Boerum Hill,11217
Atlantic Antic,Arts and Entertainment,40.687846,-73.987659,Boerum Hill,11201
490 Atlantic Gallery,Art Gallery,40.68552,-73.981985,Boerum Hill,11217
Brooklyn Robot Foundry,Arts and Entertainment,40.68563,-73.981902,Boerum Hill,11217
Colab Projects,Art Gallery,40.685802,-73.981516,Boerum Hill,11217
Metaphor Contemporary Art,Art Gallery,40.687092,-73.985667,Boerum Hill,11217
Self Made Ny,Art Gallery,40.685249,-73.980055,Boerum Hill,11217
YokeyPokey,Arcade,40.6851,-73.979569,Boerum Hill,11217
StubHub Brooklyn,Arts and Entertainment,40.685102,-73.979482,Boerum Hill,11217
The Atlantic BKLN,Music Venue,40.688177,-73.987365,Boerum Hill,11201
MF Gallery,Art Gallery,40.682734,-73.987328,Boerum Hill,11217
EOS Arcade,Arcade,40.688123,-73.979426,Down Town,11217
Madagascar Institute,Art Gallery,40.68231,-73.98705,Boerum Hill,11217
ESPO's Art World,Art Gallery,40.682446,-73.980033,Boerum Hill,11217
Wyckoff St Mosaic House,Public Art,40.685422,-73.989571,BoCoCa,11201
Performance Space,Theater,40.689203,-73.98732,Boerum Hill,11201
Stephen Antonson,Arts and Entertainment,40.685856,-73.983525,Boerum Hill,11217
Damaran,Art Gallery,40.686212,-73.982317,Boerum Hill,11217
Omnivore Brooklyn,Art Gallery,40.686938,-73.983392,Boerum Hill,11217
Belarusian Church,Music Venue,40.687122,-73.984534,Boerum Hill,11217
TurnStyle Music Group,Concert Hall,40.685474,-73.981678,Boerum Hill,11217
Second Helping Comedy,Comedy Club,40.685857,-73.981475,Boerum Hill,11217
Roulette Intermedium,Concert Hall,40.685661,-73.980769,Boerum Hill,11217
The Townhouse Art Gallery,Art Gallery,40.683544,-73.979291,Boerum Hill,11217
En Garde Arts,Music Venue,40.686406,-73.989086,BoCoCa,11201
Surya Guruji,Psychics and Astrologers,40.689565,-73.981925,Down Town,11201
Axelle Fine Art,Art Gallery,40.688148,-73.988456,Boerum Hill,11201
Theatre for a New Audience,Music Venue,40.6875,-73.978529,Downtown Brooklyn,11217
The Owl Music Parlor,Concert Hall,40.660149,-73.953311,Prospect,11225
The Dorsey Art Club,Art Gallery,40.658431,-73.953071,Prospect,11225
Helper,Art Gallery,40.660443,-73.952407,Prospect,11225
Expression In Ceramics,Arts and Entertainment,40.659637,-73.950284,Prospect,11225
Joby Earle Teaching,Music Venue,40.655298,-73.955504,Prospect,11226
E2 Recordings,Arts and Entertainment,40.657972,-73.950089,Prospect,11225
Soup & Sound,Concert Hall,40.662134,-73.951644,Prospect,11225
Palm and Tarot Card Readers,Psychics and Astrologers,40.680186,-73.91335,Ocean Hill,11233
Tomato House Art Gallery,Art Gallery,40.675472,-73.916312,Ocean Hill,11233
The Crystal Image Performing Arts Company,Music Venue,40.67937,-73.913625,Ocean Hill,11233
Botanica Seven Seas,Psychics and Astrologers,40.679176,-73.910783,Ocean Hill,11233
Uru Lounge,Night Club,40.676255,-73.863885,City Line,11208
Oak Street Health Primary Care - City Line Clinic,Movie Theater,40.67841,-73.868063,City Line,11208
Liberty Psychic,Psychics and Astrologers,40.678527,-73.869768,City Line,11208
Crescent Hall,Bingo Center,40.681324,-73.872094,City Line,11208
Hoopla,Art Gallery,40.625324,-73.961991,Fiske Terrace,11230
Kings Theatre,Concert Hall,40.645914,-73.957645,Flatbush,11226
Spiritual Readings By Mona,Psychics and Astrologers,40.649395,-73.962555,Prospect Park Sout,11226
Spiritual Readings By Patricia,Psychics and Astrologers,40.648294,-73.96532,Prospect Park Sout,11226
Psychic Vignesh,Psychics and Astrologers,40.647835,-73.958329,Flatbush,11226
Master Jai Dev,Psychics and Astrologers,40.648369,-73.958524,Flatbush,11226
Indian best Psychic spiritual healer,Psychics and Astrologers,40.648529,-73.958574,Flatbush,11226
Astrobhairav Brooklyn,Psychics and Astrologers,40.64806,-73.957989,Flatbush,11226
A R Aquarium,Aquarium,40.650715,-73.961448,Prospect Park Sout,11226
Kingsthe Atremasterten,Music Venue,40.645967,-73.95769,Flatbush,11226
Shri Kali Matha Astrology Centre,Psychics and Astrologers,40.650531,-73.960307,Prospect Park Sout,11226
Loew's Kings Theater,Music Venue,40.645868,-73.957338,Flatbush,11226
Three Dollar Bill,Bowling Alley,40.70832,-73.93806,East Williamsburg,11206
Tradesman,Arts and Entertainment,40.708104,-73.940103,East Williamsburg,11206
The Wick,Concert Hall,40.708314,-73.938322,East Williamsburg,11206
Newtown Radio,Concert Hall,40.708378,-73.937931,East Williamsburg,11206
The Sweatshop,Music Venue,40.708486,-73.937935,East Williamsburg,11206
Our Wicked Lady,Music Venue,40.709526,-73.933306,Bushwick,11237
Future Space,Amusement Park,40.708741,-73.934411,Bushwick,11206
Sutherland,Night Club,40.708378,-73.937931,East Williamsburg,11206
Eris,Music Venue,40.707741,-73.943623,East Williamsburg,11206
New Dimension VR,Arcade,40.708052,-73.940057,East Williamsburg,11206
286 Rehearsal Space,Music Venue,40.708468,-73.936582,East Williamsburg,11206
Present Company,Art Gallery,40.706915,-73.938181,East Williamsburg,11206
Asterisk Art Project,Art Gallery,40.70692,-73.938007,East Williamsburg,11206
ArtHelix,Art Gallery,40.70891,-73.936162,Bushwick,11206
Bushwick Project for the Arts,Performing Arts Venue,40.708647,-73.935934,Bushwick,11206
The VC House,Music Venue,40.710666,-73.937059,East Williamsburg,11206
Secret Loft,Concert Hall,40.705914,-73.937314,Bushwick,11206
The Olympia Project,Art Gallery,40.705918,-73.937139,Bushwick,11206
Emandee Studios,Music Venue,40.710588,-73.935921,East Williamsburg,11206
Band Spaces Bushwick,Music Venue,40.71195,-73.935406,East Williamsburg,11206
Vordergrund,Night Club,40.710054,-73.935726,Bushwick,11206
Deli Gallery,Art Gallery,40.711461,-73.937569,East Williamsburg,11206
Carvalho Park,Art Gallery,40.711461,-73.937569,East Williamsburg,11206
GIRLS: The Exhibit,Exhibit,40.711461,-73.937569,East Williamsburg,11206
John Doe Gallery,Art Gallery,40.711356,-73.937478,East Williamsburg,11206
The Brooklyn Monarch,Music Venue,40.71096,-73.936153,East Williamsburg,11206
The Mona Lisa Brooklyn,Arts and Entertainment,40.710955,-73.936328,East Williamsburg,11206
Storefront Ten Eyck,Art Gallery,40.711271,-73.936602,East Williamsburg,11206
The International Gallery,Art Gallery,40.705547,-73.936907,Bushwick,11206
Studio 301 at English Kills,Public Art,40.71153,-73.937004,East Williamsburg,11206
AMPD Headquarters,Night Club,40.706511,-73.935155,Bushwick,11206
Dubai:Brooklyn,Night Club,40.709871,-73.934497,Bushwick,11206
Amant Arts Center,Art Museum,40.712204,-73.93698,East Williamsburg,11206
The Meadows,Music Venue,40.711301,-73.934603,Bushwick,11206
Sovereign Smokehouse,Night Club,40.710106,-73.933574,Bushwick,11237
Asterisk,Music Venue,40.70692,-73.938007,East Williamsburg,11206
Popgun Popgun Booking,Arts and Entertainment,40.711019,-73.935937,East Williamsburg,11206
Kingsland Ward,Music Venue,40.711216,-73.942709,East Williamsburg,11211
Little Cinema Digital,Movie Theater,40.707285,-73.933493,Bushwick,11206
PressPlayNYC,Movie Theater,40.707041,-73.933473,Bushwick,11206
Launa Eddy,Arts and Entertainment,40.71091,-73.933969,Bushwick,11237
Nitehawk Cinema,Movie Theater,40.716028,-73.962402,North Side,11249
St. Mazie,Music Venue,40.712485,-73.955763,South Side,11211
Williamsburg Cinemas,Movie Theater,40.714099,-73.959927,South Side,11211
Skinny Dennis,Night Club,40.715978,-73.96227,North Side,11249
Jackbar,Arcade,40.711746,-73.957174,South Side,11211
Feast Of The Giglio At OLMC Williamsburg,Arts and Entertainment,40.715943,-73.953496,Greenpoint,11211
The City Reliquary,Museum,40.713943,-73.955688,South Side,11211
Cloud City,Concert Hall,40.716168,-73.963237,North Side,11249
The Journal Gallery,Art Gallery,40.715691,-73.962913,South Side,11249
Embody Studio,Art Gallery,40.715612,-73.959811,South Side,11211
NFT Wall,Public Art,40.713589,-73.958194,North Williamsburg - North Side,11211
Red Paper Heart,Arcade,40.714303,-73.960372,South Side,11211
The Experiment Comedy Gallery,Comedy Club,40.713013,-73.958183,North Williamsburg - North Side,11211
Rafael Melendez Studio,Art Gallery,40.7137,-73.960741,South Side,11216
303Grand,Art Gallery,40.712989,-73.957091,North Williamsburg - North Side,11211
Figureworks,Art Gallery,40.716955,-73.95803,Greenpoint,11211
Paint Nite,Arts and Entertainment,40.713773,-73.962053,South Side,11249
The Collapsable Hole,Theater,40.715978,-73.96227,North Side,11249
El Museo de Los Sures,Arts and Entertainment,40.714084,-73.962502,South Side,11211
Internet Garage,Internet Cafe,40.716759,-73.959288,North Side,11249
