Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Astor Little League,Youth Organization,40.867631,-73.835923,Baychester,10469
M.S. 144,Education,40.865273,-73.837282,,10469
Gun Hill Post Office,Post Office,40.868089,-73.841237,Baychester,10469
United States Postal Service,Post Office,40.868089,-73.841237,Baychester,10469
Inner Court Sanctuary,Church,40.865804,-73.837652,,10469
St Dominics Home Downstate,Charity,40.867796,-73.837942,Baychester,10469
Ahrc,Public and Social Service,40.865508,-73.838648,Baychester,10469
Michelangelo Junior High School 144,Education,40.864055,-73.836319,Hillside,10469
Jhs 144 Michelangelo,Middle School,40.863998,-73.836448,Hillside,10469
Aggregate Resources,Utility Company,40.870348,-73.83532,Baychester,10469
Christ Temple Ministry International,Temple,40.870184,-73.837503,Baychester,10469
Come Lets Worship Productions,Spiritual Center,40.864164,-73.840526,Baychester,10469
Bronx House,Community Center,40.856573,-73.86043,Pelham Parkway,10461
St Catherine Academy,High School,40.858939,-73.856664,Allerton,10469
Stepping Stone Nursery School,Education,40.854407,-73.854354,Pelham Parkway,10461
New York Institute For Special Education,Private School,40.858872,-73.859288,Pelham Parkway,10469
State Assembly,Community and Government,40.85667,-73.856669,Allerton,10461
Nys Assembly District 80,Organization,40.856721,-73.856802,Pelham Parkway,10461
State of New York,Government Department / Agency,40.856721,-73.856802,Pelham Parkway,10461
Ahrc,Public and Social Service,40.857103,-73.852483,Pelham Parkway,10461
Pelham Medical Arts,Organization,40.856747,-73.857897,Pelham Parkway,10461
Bronx Combat Hapkido Club,Education,40.860004,-73.855171,Pelham Parkway,10469
Ps 108 Philip J Abinanti,Elementary School,40.854604,-73.853004,Pelham Parkway,10461
Public School 108,Elementary School,40.854549,-73.853046,Pelham Parkway,10461
Mnemosyne Foundation,Charity,40.860884,-73.85459,Pelham Parkway,10469
Crime Victims Support Services of the N Bronx,Public and Social Service,40.853914,-73.854642,Pelham Parkway,10461
Chabad Of The Medical Community,Church,40.854971,-73.851355,Pelham Parkway,10461
Chabad of the Northeast Bronx,Synagogue,40.854971,-73.851355,Pelham Parkway,10461
Forgotten Chances Amimal RSC,Public and Social Service,40.859918,-73.858495,,10469
Selfhelp Bronx Holocaust Survivor Program,Public and Social Service,40.856573,-73.86043,Pelham Parkway,10461
Code One Training,Education,40.856573,-73.86043,Pelham Parkway,10461
New York Public Library,Library,40.847662,-73.78641,City Island,10464
Nautical Winds Condominium,Real Estate Service,40.847334,-73.78443,City Island,10464
City Island Community Center,Community and Government,40.847387,-73.784475,City Island,10464
Pelham Cemetery,Cemetery,40.849691,-73.785212,City Island,10464
US Coast Guard Auxiliary Flotilla 05-04 City Island,Organization,40.849979,-73.788767,City Island,10464
PS 175 City Island,Elementary School,40.843865,-73.784921,City Island,10464
United States Postal Service,Post Office,40.843583,-73.785392,City Island,10464
City Island Chamber of Commerce,Government Department / Agency,40.8467,-73.786026,City Island,10464
AARP,Community and Government,40.847581,-73.787501,City Island,10464
Trinity Methodist City Isl,Church,40.847909,-73.787338,City Island,10464
Gaia Institute,Community and Government,40.847788,-73.787859,City Island,10464
Center For Women the Earth Division,Art School,40.846433,-73.783742,City Island,10464
Pelham Masonic Historical Society of City Island,Organization,40.84503,-73.785837,City Island,10464
New York Sailing Center,Education,40.851151,-73.785132,City Island,10464
Pelham Cemetery,Cemetery,40.843017,-73.786423,City Island,10464
United States Postal Service,Post Office,40.86776,-73.883168,Belmont,10458
New Day Church,Church,40.869534,-73.885598,Belmont,10458
"T3 Building, Lehman College",College Academic Building,40.870852,-73.886829,Belmont,10458
Academy Of Mt St Ursula,High School,40.868985,-73.885928,Belmont,10458
St Samuel Cathedral Cogic,Church,40.870786,-73.887308,Belmont,10458
Bedford Park Seventh-Day Adventist Church,Church,40.871594,-73.883266,Norwood,10458
St Mary's Orthodox Church of India,Church,40.868155,-73.884583,Belmont,10458
Kingdom Hall,Kingdom Hall,40.870595,-73.888395,Belmont,10458
P.S. X008,Education,40.872354,-73.883119,Norwood,10458
P.S 8,College Academic Building,40.8724,-73.883069,Norwood,10458
Bedford Mosholu Community Association,Organization,40.868823,-73.881762,Bedford Park,10458
Brothers Police & Security,Law Enforcement and Public Safety,40.868607,-73.881754,Bedford Park,10458
Valentine Ave,Residential Building,40.86947,-73.890105,Belmont,10458
St Philip Neri Church,Church,40.873648,-73.88737,Belmont,10468
St Philip Neri School,Elementary School,40.873533,-73.887629,Belmont,10468
Bedford Park Senior Center,Community Center,40.874049,-73.884408,Norwood,10458
Iglesia Cristiana Del Nuevo,Church,40.874523,-73.884907,Norwood,10458
Bronxnet,College Administrative Building,40.870804,-73.886608,Belmont,10468
Bronx-Korean-Amer Senior Ctzn,Senior Citizen Service,40.870567,-73.885329,Belmont,10458
North Bronx Firehouse,Fire Station,40.870427,-73.88655,Belmont,10458
Imagine Learning Centers,Child Care Service,40.870749,-73.88665,Belmont,10468
Perry Avenue,Residential Building,40.869896,-73.884122,Belmont,10458
Lehman College,College and University,40.87091,-73.8867,Belmont,10458
Student Sponsor Partners,Education,40.868932,-73.885882,Belmont,10458
Quality Apartments,Real Estate Service,40.869212,-73.88344,Belmont,10458
Bedford Park Congregational Church,Church,40.871157,-73.883425,Norwood,10458
Congregational Church,Church,40.871212,-73.883383,Norwood,10458
Casa Celestial De Restauracion Ministerio Interna,Spiritual Center,40.871415,-73.888032,Belmont,10458
Upper Concourse Congregation Of Jehovah's Witnesses,Church,40.870538,-73.888525,Belmont,10458
Unique People Services,Charity,40.870621,-73.889491,Belmont,10458
Other Sheep Foundation,Charity,40.86835,-73.883321,Belmont,10458
Catholic Kolping Society of New York,Church,40.87113,-73.888591,Belmont,10458
United Coalition Association,Non-Profit Organization,40.870366,-73.888912,Belmont,10458
N Y City,Education,40.872393,-73.883689,Norwood,10458
Public School 8,Elementary School,40.872345,-73.883469,Norwood,10458
Webster Auto Driving School,Driving School,40.868488,-73.882187,Bedford Park,10458
Harlington Realty,Residential Building,40.873253,-73.885955,Norwood,10458
Tercera Mision Jerusalem Church,Spiritual Center,40.867133,-73.886472,Belmont,10458
Catholic Guardian Society,Church,40.873301,-73.886156,Norwood,10458
Anjuman Hefazatul Islam,Mosque,40.867078,-73.886514,Belmont,10458
New York Public Library,Library,40.871376,-73.889519,Belmont,10468
Cristo Refugio Eterno,Church,40.872401,-73.889601,Belmont,10468
Sister Annunciata Bethell Senior Center,Community and Government,40.874323,-73.884286,Norwood,10458
AJS Global,Utility Company,40.865891,-73.886469,Belmont,10458
Bronx Community Boards,Government Department / Agency,40.874523,-73.884907,Norwood,10458
City of New York,Government Department / Agency,40.874573,-73.88504,Norwood,10458
New York City Police Department - 52nd Precinct,Police Station,40.869091,-73.879758,Norwood,10467
New York Public Library - Francis Martin Library,Library,40.857456,-73.9094,Morris Heights,10453
Gould Residence Hall - CUNY Bronx Community College,College Academic Building,40.85561,-73.909769,Morris Heights,10453
CUNY Bronx Community College,College Administrative Building,40.857097,-73.90991,Morris Heights,10453
Nichols Hall - CUNY Bronx Community College,College Academic Building,40.857134,-73.911311,Morris Heights,10453
Nichols Hall,College Auditorium,40.857171,-73.912016,Morris Heights,10453
Holy Spirit Church,Church,40.853662,-73.911928,Morris Heights,10453
Bliss Hall - CUNY Bronx Community College,College Academic Building,40.857275,-73.912419,Morris Heights,10453
Bronx Community College,Community College,40.857867,-73.912261,Morris Heights,10453
Guggenheim Hall - CUNY Bronx Community College,College Academic Building,40.856269,-73.91332,Morris Heights,10453
Brown Annex - CUNY Bronx Community College,College Academic Building,40.857704,-73.912299,Morris Heights,10453
Baitul Islam Masjid & Community Center,Mosque,40.855626,-73.907099,Morris Heights,10453
Roscoe Brown Cafeteria - Bronx Community College,College Cafeteria,40.858032,-73.912136,Morris Heights,10453
Roscoe Brown Student Center - CUNY Bronx Community College,College and University,40.858032,-73.912136,Morris Heights,10453
Sage Hall - CUNY Bronx Community College,College Academic Building,40.85718,-73.913354,Morris Heights,10453
Meister Hall - CUNY Bronx Community College,College Technology Building,40.857551,-73.913076,Morris Heights,10453
Middle School 390,Primary and Secondary School,40.85444,-73.913139,Morris Heights,10453
Havemeyer Annex - CUNY Bronx Community College,College Academic Building,40.857575,-73.913082,Morris Heights,10453
Public School 91,Elementary School,40.858258,-73.90768,Morris Heights,10453
South Hall,College Administrative Building,40.856996,-73.914548,Morris Heights,10453
P.S/M.S.15- Enviromental School Of Science,Education,40.859176,-73.909728,Morris Heights,10453
Math Department - CUNY Bronx Community College,College Math Building,40.857812,-73.91436,Inwood,10453
Department. of Chemistry and Chemical Technology at BCC,College Science Building,40.857589,-73.914615,Morris Heights,10453
Carl Polowczyck Hall - CUNY Bronx Community College,College Academic Building,40.857649,-73.914398,Morris Heights,10453
Chua Thap Phuong,Spiritual Center,40.859192,-73.909115,Morris Heights,10453
Butler Hall - CUNY Bronx Community College,College Administrative Building,40.857979,-73.914262,Inwood,10453
Language Hall - CUNY Bronx Community College,College Academic Building,40.858342,-73.914007,Inwood,10453
Meister Hall - CUNY Bronx Community College,College Classroom,40.854232,-73.915031,Morris Heights,10453
Gould Memorial Library - CUNY Bronx Community College,College Library,40.858689,-73.913868,Inwood,10453
Philosophy Hall - CUNY Bronx Community College,College Arts Building,40.859022,-73.91353,Inwood,10453
Ps/Ms.279,Education,40.854969,-73.905367,Fordham,10453
United States Postal Service,Post Office,40.85307,-73.907747,Mount Eden,10453
Student Life,Education,40.857123,-73.909861,Morris Heights,10453
Ravenell Jacqueline - Poised for Success,Charity,40.85722,-73.910179,Morris Heights,10453
University Hgts Presby Church,Church,40.85722,-73.910179,Morris Heights,10453
Bronx Housing Authority,Housing Authority,40.854131,-73.910545,,10453
New York University,College and University,40.857348,-73.909396,Morris Heights,10453
Francis Martin Center for Reading and Writing Library,Library,40.857403,-73.909355,Morris Heights,10453
University Heights Presbyterian Church,Church,40.857881,-73.909679,Morris Heights,10453
Abundant Life Baptist Church,Church,40.857989,-73.909683,Morris Heights,10453
Ny City Junior High School Bronx,Elementary School,40.854493,-73.913185,Morris Heights,10453
Saved by the Holy Lamb Ministry,Church,40.857176,-73.907726,Morris Heights,10453
Southern Baptist Convention,Church,40.858154,-73.909558,Morris Heights,10453
Hope Christian Center,Church,40.858267,-73.909387,Morris Heights,10453
Salvation Army,Charity,40.853995,-73.907476,University Heights,10453
Segunda Mision Cristiana Juan 3:16,Church,40.853382,-73.908197,,10453
Center For Sustainable Energy,Community and Government,40.858724,-73.910499,Morris Heights,10453
Approved Cylinder Testing,Disabled Persons Service,40.854177,-73.906738,Fordham,10453
House of Glory Ministry,Church,40.852888,-73.908485,Mount Eden,10453
Ps 015,Primary and Secondary School,40.859119,-73.909857,Morris Heights,10453
Ebenezer Assembly of God,Church,40.855986,-73.905712,Morris Heights,10453
Sedgwick Library,Library,40.849411,-73.917457,Morris Heights,10453
Featherbed Lane Presbyterian Church,Church,40.846365,-73.920275,Morris Heights,10452
P S 204 Morris Heights,Education,40.849328,-73.916491,Highbridge,10453
St Francis Of Assisi Parish,Church,40.845752,-73.918939,Morris Heights,10452
Popham,Residential Building,40.847107,-73.922885,Highbridge,10453
1655 Undercliff,Residential Building,40.849943,-73.921854,Morris Heights,10453
CIS 303: The Leadership and Community Service Academy,College Academic Building,40.849078,-73.915738,Morris Heights,10453
Palladia,Public and Social Service,40.845973,-73.916715,Highbridge,10452
Public School 303,Primary and Secondary School,40.849239,-73.915788,Morris Heights,10453
I.S. 232 - X232 - New York City Department of Education,Middle School,40.849459,-73.915621,Morris Heights,10453
Highbridge Community Development,Residential Building,40.843853,-73.921317,Highbridge,10452
NYC Ems 19J CSL,Government Building,40.845574,-73.915474,Morris Heights,10452
St Matthew's AME Church,Church,40.8521,-73.919966,Morris Heights,10453
River Park Towers,Residential Building,40.851711,-73.922403,Highbridge,10453
Seventh-Day Adventist School,Church,40.843839,-73.921842,Highbridge,10452
Seventh Ave Head Start,Child Care Service,40.848809,-73.919798,Morris Heights,10453
NYC Housing Authority,Housing Authority,40.847913,-73.92099,Morris Heights,10453
Uac3,Real Estate Service,40.847318,-73.921011,Morris Heights,10453
Nelson Avenue Family Residence,Public and Social Service,40.846382,-73.919663,Morris Heights,10453
The Holytrinity Church,Church,40.849459,-73.919735,Morris Heights,10453
Ethiopian Orthodox Church USA,Church,40.849514,-73.919693,Morris Heights,10453
Who So Ever Will Baptist Church,Church,40.849374,-73.920914,Morris Heights,10453
General Conference Of Seventh-Day Adventists,Spiritual Center,40.849369,-73.921089,Morris Heights,10453
Graham Windham Services,Public and Social Service,40.847283,-73.917358,Morris Heights,10453
Featherbed Educational Improvement Assoc,Non-Profit Organization,40.849654,-73.918473,Morris Heights,10453
High Bridge Islamic Center,Spiritual Center,40.845913,-73.921045,Morris Heights,10452
Devine Light USDA Church,Hindu Temple,40.845669,-73.920296,Morris Heights,10452
Sustainable South Bronx,Non-Profit Organization,40.847599,-73.916514,Highbridge,10453
Palladia - Starhill,Community and Government,40.845902,-73.917369,Highbridge,10452
Leake and Watts,Public and Social Service,40.850717,-73.919126,Morris Heights,10453
Macombs Village Associates,Property Management Office,40.847749,-73.915873,Highbridge,10453
Carmen Cruz,Education,40.84767,-73.91586,Highbridge,10453
Project Return Foundation,Charity,40.845973,-73.916715,Highbridge,10452
River Watch,Computer Training School,40.848328,-73.923675,Highbridge,10453
Middle School 232,Elementary School,40.849239,-73.915788,Morris Heights,10453
NYC Department of Education,Middle School,40.849239,-73.915788,Morris Heights,10453
Ps232x,Education,40.849349,-73.915704,Morris Heights,10453
N Y City Junior High School,Elementary School,40.849349,-73.915704,Morris Heights,10453
University Riverview,Property Management Office,40.851034,-73.921458,Morris Heights,10453
Academy For Language And Technology,High School,40.849459,-73.915621,Morris Heights,10453
Andrews Plaza,Real Estate Service,40.851291,-73.917835,Morris Heights,10453
Puerto Rican Family Institute,College and University,40.847436,-73.914494,Morris Heights,10453
Volunteers of America,Public and Social Service,40.844632,-73.916358,,10452
River Park Tenants Association,Organization,40.851376,-73.922828,Highbridge,10453
Highbridge CDC,Property Management Office,40.843853,-73.921317,Highbridge,10452
General Conference Of Seventh-Day Adventists,Spiritual Center,40.844242,-73.916825,,10452
