Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Bella Pharmacy,Health and Medicine,40.84367,-73.8872,East Tremont,10460
NYCDocs,Medical Center,40.843067,-73.885919,East Tremont,10460
Superior Vision,Optometrist,40.844421,-73.889436,East Tremont,10457
4A Chiro PC,Chiropractor,40.841557,-73.883008,West Farms,10460
Post Graduate Center For Mental Health,Mental Health Service,40.839509,-73.889298,East Tremont,10460
Bronx Medical & Dental Plaza,Healthcare Clinic,40.84648,-73.885049,East Tremont,10460
Preferred Medical Nuclear Imaging PC,Doctor's Office,40.840113,-73.876499,West Farms,10460
West Farm Family Practice Center,Family Medicine Doctor,40.84063,-73.87945,West Farms,10460
Montefiore Medical Center,Doctor's Office,40.84063,-73.87945,West Farms,10460
Metro Community Health Center,Health and Medicine,40.839031,-73.882804,West Farms,10460
The ReHab Group,Chiropractor,40.841566,-73.882941,West Farms,10460
Pcdc Phipps West Farms Career Center,General Surgeon,40.841,-73.87977,East Tremont,10460
Communilife,Mental Health Service,40.841684,-73.878395,West Farms,10460
Catholic Charities of The Archdiocese of New York,Health and Medicine,40.841682,-73.878482,East Tremont,10460
Bronx County Animal Clinic,Veterinarian,40.84019,-73.873527,West Farms,10460
4A Chiro PC,Chiropractor,40.841557,-73.883008,West Farms,10460
Bronxcare Ogden Family Medical & Dental,Dentist,40.83497,-73.928376,Concourse,10452
Ogden Primary Care Practice,Hospital,40.835023,-73.928422,Concourse,10452
Bronx Treatment Center,Medical Center,40.838305,-73.92277,Concourse,10452
The Bronx Dental Center,Dentist,40.835766,-73.920749,Concourse,10452
Oman Clinic,Hospital,40.836902,-73.922717,Concourse,10452
Cohen & Garcha Podiatry,Podiatrist,40.836797,-73.922626,Concourse,10452
Center for Vein Restoration,Medical Center,40.836797,-73.922626,Concourse,10453
"Marlen Martinez, FNP",Nurse,40.838305,-73.92277,Concourse,10452
School Health Program CES 73,Healthcare Clinic,40.832643,-73.926537,Concourse,10452
NYC Community Dental Care PC,Dentist,40.835766,-73.920749,Concourse,10452
N Y City Health & Hospital,Hospital,40.836049,-73.920278,Concourse,10452
New York City Health & Hospital,Hospital,40.836159,-73.920195,Concourse,10452
"Alas, Sheila Dr - Montefiore Medical Group Via Verde",Health and Medicine,40.819141,-73.912247,Mott Haven,10455
Manhattan Oral Surgery,Dentist,40.820592,-73.91252,Melrose,10451
Callen Lorde Community Health Center,Medical Center,40.8221,-73.910609,Melrose,10451
Dental Oral Surgery,Dentist,40.820539,-73.912475,Melrose,10451
Dorado Medical And Dental,Dentist,40.82046,-73.913085,Melrose,10451
Madison MRI,Doctor's Office,40.82041,-73.913257,Melrose,10451
Boricua Community Health Center,Health and Medicine,40.823372,-73.909476,Melrose,10451
Visiting Nurse Service NY Home Care,Home Health Care Service,40.81845,-73.913883,Mott Haven,10455
ASPCA Community Veterinary Center,Veterinarian,40.823406,-73.91022,Melrose,10451
Lifetime Dental - Dr Patel,Dentist,40.815788,-73.908359,Mott Haven,10455
Feel Good Pharmacy,Health and Medicine,40.820702,-73.912437,Melrose,10451
Dental Office,Dentist,40.815891,-73.908538,Mott Haven,10455
New York Dental Health,Dentist,40.815788,-73.908359,Mott Haven,10455
Boca Pharmacy,Health and Medicine,40.815811,-73.907486,Mott Haven,10455
AHS Caring Communities of the Bronx,Mental Health Clinic,40.824125,-73.909591,Melrose,10451
At Home Solutions,Home Health Care Service,40.824166,-73.909723,Melrose,10451
Morris Heights Health Center,Family Medicine Doctor,40.805492,-73.915887,Mott Haven,10454
CityMD Mott Haven Urgent Care - Bronx,Health and Medicine,40.806869,-73.916901,Mott Haven,10454
Carecube,Internal Medicine Doctor,40.807932,-73.919609,Mott Haven,10454
Segundo Ruiz Belvis Diagnostic,Medical Center,40.809977,-73.91575,Mott Haven,10454
"NYC Health + Hospitals/Gotham Health, Belvis",Health and Medicine,40.81003,-73.915796,Mott Haven,10454
Eye Express,Optometrist,40.806149,-73.917617,Mott Haven,10454
"Omosede Uwaifo, MD",Nurse,40.806815,-73.917939,Mott Haven,10454
Essen,Emergency Room,40.806843,-73.917942,Mott Haven,10454
Mott Haven Dental Medical Bronx,Dentist,40.806777,-73.918341,Mott Haven,10454
Canas Shop,Healthcare Clinic,40.807044,-73.918482,Mott Haven,10454
URBAN Nutrition Spot,Nutritionist,40.806564,-73.9203,Mott Haven,10454
Segundo Ruis Belvis Nf,Hospital,40.810078,-73.916017,Mott Haven,10454
The Westchester Medical Group,Physician,40.809094,-73.912394,Mott Haven,10454
Your Diet Delivery,Nutritionist,40.804441,-73.920963,Mott Haven,10454
Morris Heights Health Center,Family Medicine Doctor,40.805492,-73.915887,Mott Haven,10454
Physical Therapy of the Bronx,Physical Therapy Clinic,40.816926,-73.89585,Longwood,10459
St Vincent De Paul Nursing Home,Nursing Home,40.819189,-73.896022,Longwood,10459
New York Medical Services Physical Therapy,Physical Therapy Clinic,40.815836,-73.896247,Mott Haven,10455
Active Care Chiropractic & Natural Wellness Center,Chiropractor,40.815778,-73.896376,Mott Haven,10455
Longwood Medical,Healthcare Clinic,40.817082,-73.89813,Longwood,10459
EnjoyCPR,Emergency Service,40.817551,-73.893852,Longwood,10459
Bronx Lebanon Hospital Center,Hospital,40.817849,-73.89361,Longwood,10459
Hogar,Mental Health Service,40.816118,-73.899887,Mott Haven,10455
Comunilife,Mental Health Service,40.819189,-73.896022,Longwood,10459
Berg Debra E MD - Saint Vincent De Paul Nursing Center,Health and Medicine,40.819189,-73.896022,Longwood,10459
A Life Saver Home Care Services,Home Health Care Service,40.816689,-73.890462,Hunt's Point,10474
Verilife Cannabis Dispensary | Bronx,Medical Center,40.809639,-73.881323,Hunt's Point,10474
PharmaCann Bronx,Healthcare Clinic,40.809593,-73.881015,Hunt's Point,10474
Montefiore Dentistry,Dentist,40.822523,-73.900695,Longwood,10459
Frias Rafael G MD - South Bronx Health Center,Health and Medicine,40.820663,-73.901588,Longwood,10459
Vital Care,Medical Center,40.820796,-73.898575,Longwood,10459
Montefiore Community Pediatrics,Health and Medicine,40.819334,-73.900795,Longwood,10459
Longwood Dental Office,Dentist,40.82334,-73.90042,Longwood,10459
Psch,Mental Health Service,40.822961,-73.900449,Longwood,10459
Montefiore Med Center,Dentist,40.822468,-73.900737,Longwood,10459
Allen Healthcare Services,Physician,40.82101,-73.900726,Longwood,10459
South Bronx Children's Health Center,Hospital,40.820668,-73.901413,Longwood,10459
Niaca Healthy Families,Health and Medicine,40.820627,-73.900931,Longwood,10459
Nutrition Center,Nutritionist,40.820592,-73.902241,Longwood,10459
Acacia Network: Westchester Avenue Family Health Center,Medical Center,40.821446,-73.898512,Longwood,10459
South Bronx Mental Health Council,Mental Health Service,40.821265,-73.89712,Longwood,10459
New York Children's Health,Healthcare Clinic,40.819385,-73.900928,Longwood,10459
Mental Health Association of NY,Mental Health Service,40.822158,-73.896089,East Morrisania,10459
Kwak Dental Management VIII,Dentist,40.821471,-73.866539,Soundview,10473
Dr Samarneh Office/Soundview Medical,Doctor's Office,40.817418,-73.862498,Soundview,10473
New York Foundling Hospital,Hospital,40.821969,-73.861877,Soundview,10473
Garg Indu,Physical Therapy Clinic,40.817262,-73.862545,Soundview,10473
Maravilla's Bar & Grill,Dentist,40.810745,-73.855388,Clason Point,10473
Accent Care,Home Health Care Service,40.80975,-73.855652,Clason Point,10462
Cristina's Communications Center,Other Healthcare Professional,40.816557,-73.816197,Silver Beach,10465
Jeanne Jugan Residence,Nursing Home,40.815237,-73.812914,Beechhurst,10465
Community Chiropractic,Chiropractor,40.817854,-73.816156,Silver Beach,10465
OLA Wellness,Health and Medicine,40.845529,-73.827819,Unionport,10461
NYC DNA Testing of The Bronx,Health and Medicine,40.844092,-73.82908,Unionport,10461
Park South Dental,Dentist,40.836718,-73.857473,Parkchester,10462
Castle Hill Chiropractic: Dr. Frank S. Lizzio,Health and Medicine,40.838259,-73.852191,Parkchester,10462
Parkchester Pharmacy,Health and Medicine,40.840655,-73.855604,Parkchester,10462
Starling Diagnostics,Health and Medicine,40.836873,-73.859841,Parkchester,10462
Modern Smiles Dental Care,Dentist,40.836039,-73.852416,Parkchester,10462
West Hill Dental,Dentist,40.836039,-73.852416,Parkchester,10462
Metro UrgiCare,Health and Medicine,40.834753,-73.858276,Parkchester,10462
CityMD Parkchester Urgent Care - Bronx,Health and Medicine,40.836749,-73.860449,Parkchester,10462
Agho Clinic,Healthcare Clinic,40.837711,-73.860834,Parkchester,10462
Designer Optical,Optometrist,40.836093,-73.860775,Parkchester,10462
Prestige Medical,Doctor's Office,40.833798,-73.857629,Parkchester,10462
Montefiore Medical Group,Doctor's Office,40.83464,-73.852191,Parkchester,10462
Family & Union Dental,Dentist,40.83737,-73.861522,Parkchester,10462
Park South Dental,Dentist,40.83695,-73.856869,Parkchester,10462
Park South Medical,Podiatrist,40.836718,-73.857473,Parkchester,10462
Parkchester Norc Program,Mental Health Clinic,40.836507,-73.85729,Parkchester,10462
Take Care Pharmacy,Health and Medicine,40.836039,-73.853923,Parkchester,10462
Starling Professional Offices,General Surgeon,40.836014,-73.853378,Parkchester,10462
Frank Lizzio Chiropractor - No Medicaid,Chiropractor,40.838147,-73.852345,Parkchester,10462
Castle Hill Chiropractic Office,Chiropractor,40.838144,-73.852326,Parkchester,10462
Starling Dental Office,Dentist,40.836517,-73.85274,Parkchester,10462
Leake & Watts,Assisted Living Service,40.838259,-73.852191,Parkchester,10462
"Psychiatrist, Child & Adult",Psychiatrist,40.834978,-73.857934,Parkchester,10462
Family Doctor,Psychiatrist,40.834875,-73.857755,Parkchester,10462
"Philomene Rosemond, MD",Nurse,40.834836,-73.858308,Parkchester,10462
Farzana Islam MD,Nurse,40.834836,-73.858308,Parkchester,10462
Parkchester Family Dental Service,Dentist,40.839071,-73.86049,Parkchester,10462
"Latasha Davis, FNP",Nurse,40.834755,-73.858189,Parkchester,10462
"Navdeep Chharan, NP",Nurse,40.834755,-73.858189,Parkchester,10462
"Min Kang, NP",Nurse,40.834753,-73.858276,Parkchester,10462
Morris Heights Health Center,Healthcare Clinic,40.833811,-73.857104,Parkchester,10462
Westchester-Bronx OB/GYN Group,Medical Center,40.841051,-73.84236,Westchester,10461
Bronx Veterinary Center of Westchester Square,Veterinarian,40.841418,-73.842767,Westchester,10461
Montefiore WIC Medical Program,Medical Center,40.84064,-73.843614,Westchester,10461
Metro Optics Eyewear - Westchester Square,Ophthalmologist,40.840859,-73.843534,Westchester,10461
CityMD Westchester Square Urgent Care - Bronx,Health and Medicine,40.841178,-73.843721,Westchester,10461
Access Community Health,Doctor's Office,40.839512,-73.841298,Unionport,10461
CMSW Bx Office,Doctor's Office,40.83909,-73.842989,Unionport,10461
Advanced Radiation Centers Of New York - Bronx East,Oncologist,40.839189,-73.843343,Unionport,10461
Children & Adult Dentist,Dentist,40.839442,-73.844008,Westchester,10461
Advanced Urology Centers Of New York - Bronx,Urologist,40.839226,-73.843393,Unionport,10461
Pisacano Eye,Ophthalmologist,40.841545,-73.844128,Westchester,10461
Metro UrgiCare,Health and Medicine,40.843098,-73.844665,Westchester,10461
Montefiore Behavioral Health Center at Westchester Square,Health and Medicine,40.840993,-73.84669,Westchester,10461
Essen House Calls,Optometrist,40.837311,-73.842881,Unionport,10461
Bronx Westchester Medical Group,Health and Medicine,40.83909,-73.842989,Unionport,10461
The Loft Chiropractic PC,Chiropractor,40.843998,-73.845354,Westchester,10461
Distinguished Diagnostic Imaging,Radiologist,40.844161,-73.845654,Westchester,10461
Beacon of Hope,Home Health Care Service,40.84394,-73.839226,Westchester,10461
Dr Louis Rose,Doctor's Office,40.839457,-73.837139,Schuylerville,10461
Westchester Square Family Dental,Dentist,40.842046,-73.843577,Westchester,10461
ICare & Eyewear,Optometrist,40.842069,-73.84476,Westchester,10461
WIC Montefiore Medical Group,Hospital,40.840643,-73.843526,Westchester,10461
"University Diagnostic Medical Imaging, PC",Radiologist,40.844259,-73.839413,Westchester,10461
ENT Allergy Assoc,Doctor's Office,40.844259,-73.839413,Westchester,10461
Lifeline Ambulance Service,Ambulance Service,40.839439,-73.842039,Unionport,10461
Metro Optics-Westchest,Optometrist,40.841125,-73.843675,Westchester,10461
"Adedokun, Olanrewaju - The Institute for Family Health at Westchester Square",Health and Medicine,40.839622,-73.841214,Unionport,10461
Harvey Raul Jewish Board Of Family And Childrens Services Bronx,Mental Health Clinic,40.84168,-73.843083,Westchester,10461
"Dundon, Swaroopa - Jewish Board of Family and Childrens Services",Mental Health Service,40.841733,-73.843128,Westchester,10461
"Bronx Wellness Acupuncture & Massage, PC",Acupuncture Clinic,40.839151,-73.843184,Unionport,10461
Premier Home Healthcare,Home Health Care Service,40.839136,-73.843297,Unionport,10461
Pisacano Eye Surgery & Laser Specialists,Optometrist,40.84149,-73.84417,Westchester,10461
Total Orthopedics,Orthopedic Surgeon,40.839033,-73.843118,Unionport,10461
The Institute For Family Health Center for Counseling,Medical Center,40.841598,-73.844174,Westchester,10461
Janas Dental,Dentist,40.839336,-73.843917,Unionport,10461
Pelham Bay Child & Family Counseling Center,Mental Health Clinic,40.842149,-73.843756,Westchester,10461
Weiss Scott E Orthodontists,Dentist,40.839831,-73.844541,Westchester,10461
"I and Eye Optometry, PC",Optometrist,40.842071,-73.844672,Westchester,10461
Westchester Square Chiropractic Center,Chiropractor,40.842069,-73.84476,Westchester,10461
Overing House,Nursing Home,40.841023,-73.845553,Westchester,10461
EssenMED House Calls,Home Health Care Service,40.842898,-73.844046,Westchester,10461
Affinity Health,Healthcare Clinic,40.83787,-73.841544,Unionport,10461
Kimberly Harrison MD,Nurse,40.843022,-73.844569,Westchester,10461
Essen Urgent Care,Physician,40.843098,-73.844665,Westchester,10461
Beacon Health Strategies,Healthcare Clinic,40.837434,-73.842273,Unionport,10461
Soundview Throggs Neck Community Mental Health Center,Healthcare Clinic,40.841161,-73.846477,Westchester,10461
Montefiore Behavioral Health Center,Healthcare Clinic,40.840993,-73.84669,Westchester,10461
Essen Health Home,Optometrist,40.837203,-73.842877,Unionport,10461
Bronxwood Home For The Aged,Home Health Care Service,40.843752,-73.845182,Westchester,10461
Homecare,Home Health Care Service,40.843744,-73.845229,Westchester,10461
Cautious Care Medical,Medical Center,40.846194,-73.862807,Van Nest,10462
Bne Clinton Medical,Healthcare Clinic,40.846139,-73.862849,Van Nest,10462
Parkchester Family Practice,Family Medicine Doctor,40.840456,-73.863297,Parkchester,10462
Top Notch Dental Care,Dentist,40.847642,-73.867368,Bronxdale,10462
Miriam Dental,Dentist,40.844275,-73.865975,Van Nest,10462
Morris Park Family Dental,Dentist,40.844864,-73.86693,Van Nest,10462
Mbb Services,Physician,40.841347,-73.864336,Van Nest,10462
Active Motion Physical Therapy P.C,Physical Therapy Clinic,40.846194,-73.862807,Van Nest,10462
Institute of Applied Human Dynamics,Healthcare Clinic,40.839396,-73.864615,Parkchester,10460
1695 Eastchester Montefiore Medical Center,Medical Center,40.846329,-73.845045,Westchester,10461
Pelham Parkway Dental Associates,Dentist,40.849251,-73.853203,Pelham Parkway,10461
Dr I. Zoltan & Dr G. Igel Pediatrics,Doctor's Office,40.848867,-73.84715,Westchester,10461
Dr Robert Taglia Office,Doctor's Office,40.84486,-73.851731,Westchester Square,10461
Animal Hospital of Morris Park,Veterinarian,40.850369,-73.851756,Pelham Parkway,10461
Eye Care Unlimited,Optometrist,40.849306,-73.853162,Pelham Parkway,10461
Albert Einstein Emergency Room,Emergency Room,40.848456,-73.846347,Westchester,10461
Kramer and Kramer DDS,Dentist,40.850633,-73.851985,Pelham Parkway,10461
WSPT Physical Therapy,Physical Therapy Clinic,40.849685,-73.846873,Westchester,10461
Dr Roy Lerner M.D.,General Surgeon,40.850813,-73.84919,Westchester,10461
Montefiore Occupational Health,Doctor's Office,40.85076,-73.849144,Westchester,10461
Jack D. Weiler Hospital ER,Emergency Room,40.84911,-73.846109,Westchester,10461
Montefiore Medical Center - Jack D. Weiler Hospital Emergency Department,Hospital,40.849057,-73.846063,Westchester,10461
Montefiore Radiation Oncology,Medical Center,40.846306,-73.845919,Westchester,10461
Plastic Surgery Department,Doctor's Office,40.846194,-73.84609,Westchester,10461
Monte Park Orthodontic Clinic,Dentist,40.846306,-73.845919,Westchester,10461
Fidvi Shabnam Dr Montefiore Advanced Imaging Bronx,Health and Medicine,40.846304,-73.846007,Westchester,10461
Montefiore Medical Park Cytogenetics,Medical Center,40.846306,-73.845919,Westchester,10461
ProHEALTH Urgent Care of Morris Park,Health and Medicine,40.848882,-73.854941,Pelham Parkway,10461
The Montefiore Headache Center,Doctor's Office,40.84582,-73.845946,Westchester,10461
Montefiore Medical Center,Hospital,40.845236,-73.845531,Westchester,10461
Blondell Dental Clinic,Dentist,40.845985,-73.84582,Westchester,10461
Montefiore Medical Park Department Of Medicine,Health and Medicine,40.845985,-73.84582,Westchester,10461
Theradynamics Physical Rehab,Health and Medicine,40.849041,-73.855078,Van Nest,10461
Montefiore Insitute of Reproductive Medicine Health,Doctor's Office,40.846646,-73.845319,Westchester,10461
MMC Tower,Doctor's Office,40.846646,-73.845319,Westchester,10461
Eastchester Professional Center,Doctor's Office,40.846646,-73.845319,Westchester,10461
Montefiore Infusion Center,Medical Center,40.846379,-73.845178,Westchester,10461
The Cotton Field,Doctor's Office,40.846379,-73.845178,Westchester,10461
The Bronx Dialysis Center,Healthcare Clinic,40.845011,-73.845873,Westchester,10461
Bronx Gastroenterology,Gastroenterologist,40.851391,-73.851925,Pelham Parkway,10461
Montefiore-Einstein Center-Cancer,Hospital,40.845117,-73.845964,Westchester,10461
Montefiore Medical Park,Physician,40.845778,-73.845463,Westchester,10461
Montefiore Medical Center Department Of Rehabilitation Medicine,Doctor's Office,40.84595,-73.845075,Westchester,10461
Montefiore Mammography,Doctor's Office,40.84595,-73.845075,Westchester,10461
Waters Place Dialysis Center,Medical Center,40.847023,-73.845078,Westchester,10461
Comprehensive Family Care Center,Pediatrician,40.845293,-73.845401,Westchester,10461
