,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
209,Riverdale Physical Therapy PC,Physical Therapy Clinic,40.882663,-73.916568,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
210,"Nydia Elena Providence, MD",Doctor's Office,40.878769,-73.914625,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
211,Riverdale Nursing Home,Assisted Living Service,40.882323,-73.91511,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
212,Schervier Nursing Care Center,Nurse,40.881652,-73.918019,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
213,Fairfield View,Health and Medicine,40.88364,-73.914371,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
214,"Comprehensive Dental Care, Dr Madeline Ginzburg",Dentist,40.878473,-73.915621,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
215,Riverdale Pediatrics PC,Pediatrician,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
216,Riverdale Eye Associates,Optometrist,40.878709,-73.914842,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
217,Hudson Pointe At Riverdale,Assisted Living Service,40.88457,-73.913924,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
218,Riverdale Periodontics Dr.Sandra Molinas,Dentist,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
219,Sprain Brook Audiology,Physician,40.88183,-73.917187,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
220,Schervier Home Care Program,Home Health Care Service,40.881597,-73.918061,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
221,Michael S Salpeter,Dentist,40.882504,-73.91643,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
222,Kids In Motion Ot,Physical Therapy Clinic,40.882663,-73.916568,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
223,Nutripower,Nutritionist,40.880044,-73.916966,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
224,Riverdale Acupuncture,Acupuncture Clinic,40.879927,-73.917866,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
225,Fieldston Lodge Care Center,Assisted Living Service,40.880333,-73.918845,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
226,Andrei Mircea Marco,Dentist,40.879589,-73.91632,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
227,Podiatry Associates of Riverdale,Podiatrist,40.878353,-73.916055,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
228,Su James Y DDS,Dentist,40.878709,-73.914842,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
229,Montefiore Medical Center,Plastic Surgeon,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
230,"Sandra Molinas, DDS",Dentist,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
231,Ear Nose & Throat Associates Of New York PC,"Ear, Nose and Throat Doctor",40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
232,Reddy Sarina DDS,Dentist,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
233,"Jakob C Melamed, MD",General Surgeon,40.878712,-73.914754,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
234,Hudson Physical Therapy,Physical Therapy Clinic,40.87861,-73.914791,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
235,Rmha Residence,Mental Health Service,40.884344,-73.91421,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
236,Hawkins Lactation Service,Health and Medicine,40.877655,-73.917955,Marble Hill,10463,Manhattan,-73.91065965862981,40.87655077879964
237,Elder Serve and Health,Home Health Care Service,40.87324,-73.90706,Kingsbridge Heights,10463,Bronx,-73.90152264513144,40.8703923914147
238,United States Department of Veterans Affairs,Hospital,40.869188,-73.902924,Kingsbridge Heights,10468,Bronx,-73.90152264513144,40.8703923914147
239,Wordbuzz 2000 Typing,Health and Medicine,40.872859,-73.901003,Kingsbridge Heights,10468,Bronx,-73.90152264513144,40.8703923914147
240,Family Dental Center,Dentist,40.872923,-73.904727,Kingsbridge Heights,10463,Bronx,-73.90152264513144,40.8703923914147
241,Haylo 3D Imaging,Medical Lab,40.899839,-73.867357,Woodlawn,10470,Bronx,-73.86731496814176,40.89827261213805
242,Station 27,Emergency Room,40.896608,-73.868947,Woodlawn,10470,Bronx,-73.86731496814176,40.89827261213805
243,Obstetrics & Gynecology and Womens Health Center For Montefiore,Doctor's Office,40.899275,-73.872419,Woodlawn,10470,Bronx,-73.86731496814176,40.89827261213805
244,Our Lady of Mercy,Hospital,40.896444,-73.864867,Woodlawn,10470,Bronx,-73.86731496814176,40.89827261213805
245,Children & Women Physicians of Wstchr,Pediatrician,40.899275,-73.872419,Woodlawn,10470,Bronx,-73.86731496814176,40.89827261213805
246,The Oval Center at Montefiore,Doctor's Office,40.876663,-73.879512,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
247,Your Bronx Dentist,Dentist,40.87802,-73.879256,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
248,Montifiore Spine Center,Doctor's Office,40.878647,-73.880067,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
249,Child Advocacy Center,Mental Health Service,40.87873,-73.881034,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
250,Montefiore Women's Center,Health and Medicine,40.879463,-73.879879,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
251,Montefiore Benefits Office,Medical Center,40.879263,-73.881316,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
252,Montefiore Executive offices,Medical Center,40.87958,-73.879533,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
253,Montefiore Department of Dentistry,Dentist,40.880754,-73.880102,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
254,Montefiore MAP Building,Doctor's Office,40.879876,-73.878536,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
255,Bainbridge Optical,Optometrist,40.874347,-73.879208,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
256,Montefiore Sleep Disorders Center,Internal Medicine Doctor,40.87983,-73.878228,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
257,Montefiore Medical Center,Health and Medicine,40.880007,-73.879724,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
258,Montefiore Department of Ophthalmology,Medical Center,40.880035,-73.878674,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
259,Fromers Eye Centers,Optometrist,40.876344,-73.883442,Norwood,10458,Bronx,-73.8793907395681,40.87722415599446
260,Concerned Dental Care of the Bronx,Dentist,40.879114,-73.882888,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
261,Bainbridge Eye Care,Ophthalmologist,40.873834,-73.879537,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
262,The Children's Hospital At Montefiore,Hospital,40.879862,-73.879061,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
263,North Central Bronx Hospital,Hospital,40.880453,-73.881273,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
264,Montefiore Advanced Imaging,Medical Center,40.88028,-73.877544,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
265,Family Care Center,Pediatrician,40.88083,-73.881331,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
266,Roshe Dental Group,Dentist,40.881183,-73.878147,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
267,Perry Avenue Family Medical,Family Medicine Doctor,40.872943,-73.879156,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
268,Montefiore Hospital Clinic Building,Doctor's Office,40.880993,-73.881293,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
269,Dr Cohen's Office,Doctor's Office,40.881452,-73.8782,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
270,The Dermatology Center,Doctor's Office,40.881401,-73.878067,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
271,Metro UrgiCare,Health and Medicine,40.876841,-73.885124,Norwood,10458,Bronx,-73.8793907395681,40.87722415599446
272,Westchester Square Physical Therapy,Physical Therapy Clinic,40.875964,-73.879355,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
273,DN Family Dental Care,Dentist,40.875983,-73.879765,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
274,Montefiore Medical Center,Health and Medicine,40.87825,-73.880797,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
275,TherapyCare Physical Therapy,Physical Therapy Clinic,40.875089,-73.879761,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
276,Cisnero G DDS,Dentist,40.879463,-73.879879,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
277,Thomas Mark A MD - Montefiore Physical Medicine & Rehabilitation,Health and Medicine,40.87958,-73.879533,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
278,Barbara Dunn MD,Physician,40.87972,-73.88037,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
279,"Ferrara, Lucille R",Health and Medicine,40.879771,-73.880503,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
280,Albert Einstein-Jack D Weiler,Health and Medicine,40.879984,-73.87854,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
281,"Park Steven Y MD - Steven Park, MD",Physician,40.880035,-73.878674,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
282,Montefiore Medical Group,Physician,40.880092,-73.878544,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
283,Henkind Eye Institute,Pediatrician,40.880092,-73.878544,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
284,Diversified Dental Svces,Dentist,40.879167,-73.882933,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
285,Lamour Jacqueline Md Childrens Hospital At Montefiore Medical Center Spec Clinic Bronx,Healthcare Clinic,40.880623,-73.878914,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
286,Montefiore Med-Radiatn Onclgy,General Surgeon,40.880646,-73.880098,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
287,Main Street Group Holdings,Home Health Care Service,40.879565,-73.875941,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
288,Montefiore Hospital,Hospital,40.880393,-73.877373,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
289,Binstock Lanny OD,Optometrist,40.880701,-73.880056,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
290,Montiefore Hospital,Hospital,40.880765,-73.879664,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
291,Montefiore Medical Center - Oncology,Health and Medicine,40.880754,-73.880102,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
292,Ferkauf Graduate Sch-Psychlgy,Psychologist,40.880754,-73.880102,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
293,Montefiore Home Health Care,Home Health Care Service,40.880754,-73.880102,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
294,Victor Sidel MD,Physician,40.880754,-73.880102,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
295,"Montefiore Medical Center - Jack d Weller Hospital Of The Albert Einstein Colle, Billing, Finance",Hospital,40.880862,-73.880106,Norwood,10467,Bronx,-73.8793907395681,40.87722415599446
296,Home,Veterinarian,40.873682,-73.886058,Norwood,10458,Bronx,-73.8793907395681,40.87722415599446
297,Test DNA Mobile,Health and Medicine,40.870744,-73.882709,Norwood,10458,Bronx,-73.8793907395681,40.87722415599446
298,Ultimate Care,Home Health Care Service,40.874523,-73.886965,Norwood,10468,Bronx,-73.8793907395681,40.87722415599446
299,Kirti Tewari Dental P C,Dentist,40.882936,-73.862664,Williamsbridge,10467,Bronx,-73.85744642974207,40.88103887819211
300,Halbertstadt Geoffrey S,Dentist,40.883042,-73.862755,Williamsbridge,10467,Bronx,-73.85744642974207,40.88103887819211
301,Jarme Home And Health Care,Healthcare Clinic,40.86696,-73.838919,Baychester,10469,Bronx,-73.83579759808117,40.866858107252696
302,Eastchester Rehabilitation and Health Care Center,Assisted Living Service,40.865614,-73.842942,Baychester,10469,Bronx,-73.83579759808117,40.866858107252696
303,Jarme Home And Health Care,Healthcare Clinic,40.86696,-73.838919,Baychester,10469,Bronx,-73.83579759808117,40.866858107252696
304,Pelham Dental Group,Dentist,40.856858,-73.855669,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
305,Pelham Parkway Dental,Dentist,40.856801,-73.855798,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
306,New York Eye Surgery Center,Optometrist,40.858544,-73.855249,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
307,Pelham Physical Medicine,Physical Therapy Clinic,40.855894,-73.855371,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
308,Tuluca Medical Pc,Neurologist,40.855951,-73.855242,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
309,Howard Hochster Ppc,Doctor's Office,40.859072,-73.855706,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
310,"P.A. Terraciano, MD",Ophthalmologist,40.859182,-73.855622,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
311,David Joseph Stevens,Dentist,40.857185,-73.851391,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
312,Westchester Bronx OB-Gyn Group PC,Physician,40.856747,-73.857897,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
313,Quest Diagnostics,Health and Medicine,40.854444,-73.855012,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
314,Morris Park Nursing Home,Assisted Living Service,40.858747,-73.851579,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
315,Ralph Paternoster,Optometrist,40.857212,-73.850342,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
316,Morningside House Nursing Home,Nursing Home,40.856644,-73.859776,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
317,Dr Slamowits - Opthamology,Ophthalmologist,40.857212,-73.850342,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
318,Park Professional Eyecare,Ophthalmologist,40.857212,-73.850342,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
319,Dr Driggs office,Doctor's Office,40.853707,-73.854285,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
320,New York Eye Surgery Associates,Ophthalmologist,40.858383,-73.855199,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
321,Ambulatory Surgery Center,Physician,40.858383,-73.855199,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
322,Shiel Medical Laboratory,Medical Lab,40.856487,-73.857494,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
323,A Prime Medical Supplies,Healthcare Clinic,40.855136,-73.855431,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
324,MD Cosmetic and Laser Center,Physician,40.856747,-73.857897,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
325,Personalized Home Care,Nurse,40.854394,-73.854879,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
326,Ralph Paternoster - Park Professional Eyecare,Optometrist,40.857212,-73.850342,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
327,Tender Care Homecare,Home Health Care Service,40.854082,-73.855688,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
328,Acute Chronic Chiropractic PC,Acupuncture Clinic,40.85372,-73.85376,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
329,Morningside Nursing and Rehabilitation Center,Nurse,40.856593,-73.859642,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
330,Bronx Chiropractic Assoc,Acupuncture Clinic,40.853668,-73.853714,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
331,We Care Health Service,Nurse,40.853495,-73.854102,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
332,Meyer Jack R DDS,Dentist,40.853536,-73.852528,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
333,AC Medical Plaza,Physical Therapy Clinic,40.853295,-73.853482,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
334,Pelham Parkway Dental Associates,Dentist,40.849251,-73.853203,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
335,Animal Hospital of Morris Park,Veterinarian,40.850369,-73.851756,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
336,Eye Care Unlimited,Optometrist,40.849306,-73.853162,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
337,Kramer and Kramer DDS,Dentist,40.850633,-73.851985,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
338,ProHEALTH Urgent Care of Morris Park,Health and Medicine,40.848882,-73.854941,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
339,Bronx Gastroenterology,Gastroenterologist,40.851391,-73.851925,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
340,Advanced Foot Care,Podiatrist,40.84977,-73.851953,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
341,Therapeutic Imprints,Physical Therapy Clinic,40.84977,-73.851953,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
342,Contento Kaplan & Associates,Optometrist,40.849309,-73.853074,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
343,Stuart Teicher,Dentist,40.849251,-73.853203,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
344,Physicians Medical Rehabilitation Associates,Physician,40.852191,-73.829195,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
345,Advanced Chiropractic-Pelham Bay,Chiropractor,40.852251,-73.828979,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
346,Westchester Medical Services,Doctor's Office,40.852355,-73.829157,Pelham Parkway,10461,Bronx,-73.85475564017999,40.85741349808865
347,Dr Hall,Medical Center,40.87011,-73.859261,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
348,Fordham Arms Home For Adults,Nursing Home,40.868142,-73.86221,Pelham Parkway,10467,Bronx,-73.85475564017999,40.85741349808865
349,Medical Office,Doctor's Office,40.862434,-73.840551,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
350,Choe Chris Dentistry,Dentist,40.861944,-73.842809,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
351,Eastchester Medical Associates,General Surgeon,40.861726,-73.842889,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
352,Ny Cardiac Care,Doctor's Office,40.861781,-73.842847,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
353,Island Musculoskeletal Care,Health and Medicine,40.862461,-73.843703,Pelham Parkway,10469,Bronx,-73.85475564017999,40.85741349808865
